sample,fastq_1,fastq_2,data_type
ERR6004146,/data1/users/siyangming/PlanteccDNADB/eccDNA/Beta_vulgaris/ERR6004146_1.fastq.gz,/data1/users/siyangming/PlanteccDNADB/eccDNA/Beta_vulgaris/ERR6004146_2.fastq.gz,eccDNA
