sample,fastq_1,fastq_2,data_type
SRR13922189,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922189_1.fastq.gz,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922189_2.fastq.gz,eccDNA
SRR13922190,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922190_1.fastq.gz,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922190_2.fastq.gz,eccDNA
SRR13922191,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922191_1.fastq.gz,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922191_2.fastq.gz,eccDNA
SRR13922192,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922192_1.fastq.gz,/data1/users/siyangming/PlanteccDNADB/eccDNA/Daucus_carota/SRR13922192_2.fastq.gz,eccDNA
