file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6326076_1.fastq.gz	FASTQ	DNA	279299	70104049	251	251.0	251	251	251	251	0	251	1	88	85	23.54	39.28	165
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6326076_2.fastq.gz	FASTQ	DNA	279299	70104049	251	251.0	251	251	251	251	0	251	1	76	70	20.43	40.88	985
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6326075_1.fastq.gz	FASTQ	DNA	461754	115900254	251	251.0	251	251	251	251	0	251	1	85	81	22.51	38.38	148
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6326075_2.fastq.gz	FASTQ	DNA	461754	115900254	251	251.0	251	251	251	251	0	251	1	76	70	20.29	40.08	1169
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6559223_1.fastq.gz	FASTQ	DNA	337345	84673595	251	251.0	251	251	251	251	0	251	1	87	84	23.07	38.61	163
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6559223_2.fastq.gz	FASTQ	DNA	337345	84673595	251	251.0	251	251	251	251	0	251	1	76	70	20.41	40.48	1176
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6326077_1.fastq.gz	FASTQ	DNA	661934	166145434	251	251.0	251	251	251	251	0	251	1	83	79	22.02	37.85	158
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR6326077_2.fastq.gz	FASTQ	DNA	661934	166145434	251	251.0	251	251	251	251	0	251	1	75	68	20.06	39.94	1548
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335754.fastq.gz	FASTQ	DNA	1495344	11726930290	28	7842.3	171977	954	2833	9493	0	21853	40333	47	12	11.54	37.50	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968613_1.fastq.gz	FASTQ	DNA	1630989	271610036	35	166.5	251	97	169	250	0	243	9	94	91	25.26	39.54	278041
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968691_1.fastq.gz	FASTQ	DNA	1250101	221607075	35	177.3	251	109	192	251	0	250	2	93	90	24.82	40.76	173605
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968691_2.fastq.gz	FASTQ	DNA	1250101	221921617	35	177.5	251	109	192	251	0	250	2	88	83	22.83	41.00	172483
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968613_2.fastq.gz	FASTQ	DNA	1630989	273071629	35	167.4	251	97	170	250	0	249	3	86	82	22.54	39.84	276395
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335758.fastq.gz	FASTQ	DNA	3701523	9994980816	92	2700.2	93955	607	1303	3053	0	5586	29074	59	22	11.91	38.06	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968690_1.fastq.gz	FASTQ	DNA	1302090	229699517	35	176.4	251	108	191	251	0	249	3	94	92	25.56	42.36	208744
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968690_2.fastq.gz	FASTQ	DNA	1302090	232197834	35	178.3	251	108	197	251	0	250	2	80	74	21.04	42.88	204731
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968689_1.fastq.gz	FASTQ	DNA	1591273	277676663	35	174.5	251	106	185	251	0	249	3	94	92	26.04	40.52	166516
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968689_2.fastq.gz	FASTQ	DNA	1591273	279030581	35	175.4	251	107	187	250	0	250	2	85	81	22.40	40.85	164902
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968692_1.fastq.gz	FASTQ	DNA	1506958	260909418	35	173.1	251	105	182	250	0	249	3	93	91	25.31	41.12	215862
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968692_2.fastq.gz	FASTQ	DNA	1506958	262660855	35	174.3	251	106	184	250	0	250	2	85	80	22.14	41.43	213920
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968693_1.fastq.gz	FASTQ	DNA	1571665	269007824	35	171.2	251	103	178	250	0	246	6	94	92	25.52	40.66	222974
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/ERR9968693_2.fastq.gz	FASTQ	DNA	1571665	270810752	35	172.3	251	104	179	250	0	249	3	84	80	22.13	40.96	220990
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335749.fastq.gz	FASTQ	DNA	841554	8697502701	106	10335.1	156380	2997	6711	14705	0	18362	32142	62	19	12.81	37.52	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163231_1.fastq.gz	FASTQ	DNA	23742770	3561415500	150	150.0	150	150	150	150	0	150	1	98	93	26.61	45.42	139790
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163231_2.fastq.gz	FASTQ	DNA	23742770	3561415500	150	150.0	150	150	150	150	0	150	1	97	91	25.33	45.41	10406
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163233_1.fastq.gz	FASTQ	DNA	21908105	3286215750	150	150.0	150	150	150	150	0	150	1	96	91	24.67	49.22	130516
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163233_2.fastq.gz	FASTQ	DNA	21908105	3286215750	150	150.0	150	150	150	150	0	150	1	95	89	23.78	49.27	8884
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163230_1.fastq.gz	FASTQ	DNA	24530522	3679578300	150	150.0	150	150	150	150	0	150	1	95	89	23.48	44.60	142479
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163230_2.fastq.gz	FASTQ	DNA	24530522	3679578300	150	150.0	150	150	150	150	0	150	1	94	88	23.21	44.48	10859
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163234_1.fastq.gz	FASTQ	DNA	30692681	4603902150	150	150.0	150	150	150	150	0	150	1	95	89	23.35	62.59	26176
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163234_2.fastq.gz	FASTQ	DNA	30692681	4603902150	150	150.0	150	150	150	150	0	150	1	94	88	23.00	62.67	98367
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163228_1.fastq.gz	FASTQ	DNA	26556675	3983501250	150	150.0	150	150	150	150	0	150	1	98	93	26.48	45.41	21756
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163232_1.fastq.gz	FASTQ	DNA	28928368	4339255200	150	150.0	150	150	150	150	0	150	1	98	94	26.97	47.14	169333
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163228_2.fastq.gz	FASTQ	DNA	26556675	3983501250	150	150.0	150	150	150	150	0	150	1	97	92	25.46	45.43	87024
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163232_2.fastq.gz	FASTQ	DNA	28928368	4339255200	150	150.0	150	150	150	150	0	150	1	97	92	25.54	47.13	12148
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163238_1.fastq.gz	FASTQ	DNA	31369770	4705465500	150	150.0	150	150	150	150	0	150	1	97	93	26.05	43.07	186993
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335743_1.fastq.gz	FASTQ	DNA	650802	130971879	35	201.2	301	113	211	301	0	299	3	98	96	26.84	40.43	142164
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335743_2.fastq.gz	FASTQ	DNA	650802	131072623	35	201.4	301	112	209	301	0	300	2	91	83	19.96	40.65	142797
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163229_1.fastq.gz	FASTQ	DNA	30177190	4526578500	150	150.0	150	150	150	150	0	150	1	97	93	25.95	47.58	26428
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163229_2.fastq.gz	FASTQ	DNA	30177190	4526578500	150	150.0	150	150	150	150	0	150	1	97	91	25.09	47.62	99550
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335744_1.fastq.gz	FASTQ	DNA	1571665	269007824	35	171.2	251	103	178	250	0	246	6	94	92	25.52	40.66	222974
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335744_2.fastq.gz	FASTQ	DNA	1571665	270810752	35	172.3	251	104	179	250	0	249	3	84	80	22.13	40.96	220990
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335745_1.fastq.gz	FASTQ	DNA	1506958	260909418	35	173.1	251	105	182	250	0	249	3	93	91	25.31	41.12	215862
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335746_1.fastq.gz	FASTQ	DNA	719988	126842464	35	176.2	301	89	163	296	0	262	40	98	96	25.54	39.04	218393
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335746_2.fastq.gz	FASTQ	DNA	719988	127574373	35	177.2	301	89	163	300	0	273	29	91	85	19.95	39.24	220531
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335747_1.fastq.gz	FASTQ	DNA	1302090	229699517	35	176.4	251	108	191	251	0	249	3	94	92	25.56	42.36	208744
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335747_2.fastq.gz	FASTQ	DNA	1302090	232197834	35	178.3	251	108	197	251	0	250	2	80	74	21.04	42.88	204731
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335748_1.fastq.gz	FASTQ	DNA	1275680	208538803	35	163.5	301	85	146	245	0	225	77	99	97	26.54	40.05	354020
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335748_2.fastq.gz	FASTQ	DNA	1275680	210280926	35	164.8	301	85	146	249	0	228	74	93	87	20.78	40.27	354701
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335757.fastq.gz	FASTQ	DNA	1943791	6868559655	95	3533.6	543035	558	1232	3544	0	10402	35271	45	11	11.10	38.72	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335755.fastq.gz	FASTQ	DNA	2369096	5274547119	31	2226.4	502062	682	1401	2906	0	3587	18092	54	15	12.13	37.34	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335752_1.fastq.gz	FASTQ	DNA	1591273	277676663	35	174.5	251	106	185	251	0	249	3	94	92	26.04	40.52	166516
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335752_2.fastq.gz	FASTQ	DNA	1591273	279030581	35	175.4	251	107	187	250	0	250	2	85	81	22.40	40.85	164902
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335759.fastq.gz	FASTQ	DNA	3888097	6900061407	81	1774.7	85819	560	1020	2040	0	3008	20142	61	25	12.05	38.15	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163235_1.fastq.gz	FASTQ	DNA	28314195	4247129250	150	150.0	150	150	150	150	0	150	1	96	91	24.78	43.00	23885
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335760.fastq.gz	FASTQ	DNA	1676749	12386912002	94	7387.5	85466	4298	7338	9853	0	9346	20921	16	0	9.46	38.55	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163237_1.fastq.gz	FASTQ	DNA	30748624	4612293600	150	150.0	150	150	150	150	0	150	1	95	90	23.81	61.19	25642
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163237_2.fastq.gz	FASTQ	DNA	30748624	4612293600	150	150.0	150	150	150	150	0	150	1	95	89	23.41	61.20	97824
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335763_1.fastq.gz	FASTQ	DNA	582359	117597008	35	201.9	301	113	213	301	0	299	3	98	95	25.44	38.77	120059
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335763_2.fastq.gz	FASTQ	DNA	582359	117446875	35	201.7	301	112	210	301	0	300	2	90	82	19.43	38.96	121799
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163236_1.fastq.gz	FASTQ	DNA	31949919	4792487850	150	150.0	150	150	150	150	0	150	1	96	91	24.42	61.05	26631
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335766_1.fastq.gz	FASTQ	DNA	708414	133913153	35	189.0	301	98	186	300	0	294	8	97	95	25.08	38.79	182137
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335766_2.fastq.gz	FASTQ	DNA	708414	134221886	35	189.5	301	98	185	301	0	299	3	87	80	18.60	39.03	182741
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163236_2.fastq.gz	FASTQ	DNA	31949919	4792487850	150	150.0	150	150	150	150	0	150	1	95	89	23.57	61.10	102470
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335767_1.fastq.gz	FASTQ	DNA	927130	172857318	35	186.4	301	97	181	300	0	287	15	98	95	25.42	38.84	231454
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335767_2.fastq.gz	FASTQ	DNA	927130	173445579	35	187.1	301	97	180	300	0	299	3	89	81	19.11	39.08	233046
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335770_1.fastq.gz	FASTQ	DNA	1122052	192740267	35	171.8	301	86	155	284	0	254	48	98	96	25.54	38.51	355990
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335770_2.fastq.gz	FASTQ	DNA	1122052	193786000	35	172.7	301	86	155	299	0	260	42	92	85	20.14	38.67	358892
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335774_1.fastq.gz	FASTQ	DNA	436085	88426770	35	202.8	251	155	250	251	0	251	1	96	92	24.86	38.10	40425
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335774_2.fastq.gz	FASTQ	DNA	436085	88030022	35	201.9	251	153	250	251	0	250	2	90	82	20.47	38.05	40250
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335772_1.fastq.gz	FASTQ	DNA	665967	137915952	35	207.1	301	120	225	301	0	300	2	98	96	27.07	39.74	114251
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335772_2.fastq.gz	FASTQ	DNA	665967	137674330	35	206.7	301	119	221	301	0	300	2	91	84	20.22	39.94	115187
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335773_1.fastq.gz	FASTQ	DNA	962196	194080520	35	201.7	301	114	211	301	0	299	3	98	95	25.76	37.46	169217
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335773_2.fastq.gz	FASTQ	DNA	962196	193070746	35	200.7	301	112	205	301	0	299	3	90	82	19.52	37.70	170292
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335768_1.fastq.gz	FASTQ	DNA	1997335	290747667	35	145.6	251	80	133	221	0	196	56	93	91	24.78	39.51	516151
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335768_2.fastq.gz	FASTQ	DNA	1997335	291161133	35	145.8	251	81	133	222	0	196	56	89	85	23.08	39.57	514080
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335771_1.fastq.gz	FASTQ	DNA	1250101	221607075	35	177.3	251	109	192	251	0	250	2	93	90	24.82	40.76	173605
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335771_2.fastq.gz	FASTQ	DNA	1250101	221921617	35	177.5	251	109	192	251	0	250	2	88	83	22.83	41.00	172483
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335775_1.fastq.gz	FASTQ	DNA	1630989	271610036	35	166.5	251	97	169	250	0	243	9	94	91	25.26	39.54	278041
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335775_2.fastq.gz	FASTQ	DNA	1630989	273071629	35	167.4	251	97	170	250	0	249	3	86	82	22.54	39.84	276395
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163239_1.fastq.gz	FASTQ	DNA	27744300	4161645000	150	150.0	150	150	150	150	0	150	1	98	94	26.55	48.41	161041
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163239_2.fastq.gz	FASTQ	DNA	27744300	4161645000	150	150.0	150	150	150	150	0	150	1	97	91	25.27	48.40	11334
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR10163238_2.fastq.gz	FASTQ	DNA	31369770	4705465500	150	150.0	150	150	150	150	0	150	1	96	90	24.75	43.09	13346
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335762.fastq.gz	FASTQ	DNA	196317	900586358	69	4587.4	115134	819	2494	6029	0	9337	13368	42	10	10.87	39.03	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335756.fastq.gz	FASTQ	DNA	1486947	2539184288	102	1707.6	60755	580	1098	2154	0	2709	13107	57	16	12.13	37.58	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335765.fastq.gz	FASTQ	DNA	82336	187344970	66	2275.4	105727	364	979	2574	0	5326	5982	39	9	10.37	39.08	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335751.fastq.gz	FASTQ	DNA	1054943	4890639526	67	4635.9	127622	660	1752	4874	0	12521	31715	45	12	11.38	37.89	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335769.fastq.gz	FASTQ	DNA	5253439	775495229	35	147.6	251	81	135	229	0	202	50	92	90	24.41	39.63	1280380
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693335.fastq.gz	FASTQ	DNA	207384	898501136	115	4332.5	103164	1220	2751	5692	0	7418	12987	50	11	11.80	34.81	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335750.fastq.gz	FASTQ	DNA	410581	6042476215	104	14716.9	165397	3574	9964	21918	0	26287	29952	61	18	12.71	37.37	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693334.fastq.gz	FASTQ	DNA	279293	940547215	102	3367.6	73798	844	1942	4237	0	6132	13415	48	10	11.68	37.84	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693337.fastq.gz	FASTQ	DNA	67744	215923465	152	3187.3	58423	966	2073	4134	0	5260	6463	48	10	11.58	37.42	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24335761.fastq.gz	FASTQ	DNA	407668	3731312388	1	9152.8	133405	1072	4143	13804	0	21080	23876	52	17	10.81	37.69	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693336.fastq.gz	FASTQ	DNA	138861	569351142	146	4100.2	47651	1444	3029	5448	0	6171	9952	48	10	11.44	37.09	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693340.fastq.gz	FASTQ	DNA	131522	475877111	116	3618.2	46476	1204	2589	4830	0	5627	9086	49	10	11.80	37.66	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693338.fastq.gz	FASTQ	DNA	239052	879761805	141	3680.2	55233	909	2341	4955	0	6450	12252	48	10	11.77	36.94	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693339.fastq.gz	FASTQ	DNA	267542	908444119	107	3395.5	60004	1037	2267	4486	0	5535	11880	48	10	11.59	39.42	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693342.fastq.gz	FASTQ	DNA	236853	635809493	112	2684.4	50300	861	1734	3477	0	4365	9936	49	10	11.69	37.20	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693343.fastq.gz	FASTQ	DNA	179242	540365338	106	3014.7	70213	880	1860	3595	0	5001	11008	49	10	11.76	36.80	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693345.fastq.gz	FASTQ	DNA	257563	613921645	109	2383.6	44802	977	1852	3149	0	3332	8055	41	7	10.83	40.88	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693344.fastq.gz	FASTQ	DNA	190580	825605636	164	4332.1	53073	1429	3063	5769	0	6814	11886	49	10	11.79	37.28	0
/data1/users/siyangming/eccDNA/Arabidopsis_thaliana/SRR24693341.fastq.gz	FASTQ	DNA	490838	1237792569	130	2521.8	54107	963	1849	3319	0	3685	10394	48	10	11.66	37.81	0
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922189_1.fastq.gz	FASTQ	DNA	482978	76103259	35	157.6	251	93	153	244	0	209	43	93	90	24.91	40.07	94163
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922189_2.fastq.gz	FASTQ	DNA	482978	117769929	35	243.8	251	250	251	251	0	251	1	42	29	16.39	46.85	175860
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922191_1.fastq.gz	FASTQ	DNA	510885	81564252	35	159.7	251	94	156	249	0	215	37	92	89	24.43	43.77	96739
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922191_2.fastq.gz	FASTQ	DNA	510885	124550276	35	243.8	251	250	251	251	0	251	1	42	29	16.41	47.23	189324
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922192_1.fastq.gz	FASTQ	DNA	542411	86000627	35	158.6	251	93	154	249	0	214	38	93	91	24.82	41.85	113637
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922192_2.fastq.gz	FASTQ	DNA	542411	132231143	35	243.8	251	250	251	251	0	251	1	43	29	16.43	46.97	222105
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922190_1.fastq.gz	FASTQ	DNA	651930	104206633	35	159.8	251	93	156	249	0	220	32	93	91	24.78	41.09	135930
/data1/users/siyangming/eccDNA/Daucus_carota/SRR13922190_2.fastq.gz	FASTQ	DNA	651930	158815741	35	243.6	251	250	251	251	0	251	1	44	30	16.46	46.81	352421
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958684.fastq.gz	FASTQ	DNA	65791	474514869	53	7212.5	27125	4578	6618	9166	0	8424	7852	100	100	36.26	33.97	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958689.fastq.gz	FASTQ	DNA	19707	139352389	105	7071.2	25552	4511	6495	8974	0	8242	4091	100	100	36.43	34.00	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958687.fastq.gz	FASTQ	DNA	38313	260449198	91	6797.9	25641	4373	6277	8596	0	7887	5881	100	100	36.57	34.16	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958685.fastq.gz	FASTQ	DNA	64873	499489675	61	7699.5	27796	4935	7064	9757	0	8949	8069	100	100	35.99	34.09	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958686.fastq.gz	FASTQ	DNA	59399	421923513	69	7103.2	26711	4649	6572	8970	0	8166	7219	100	100	36.58	34.23	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958688.fastq.gz	FASTQ	DNA	42860	273067983	94	6371.2	25849	4070	5920	8110	0	7439	5941	100	100	36.91	34.12	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958692.fastq.gz	FASTQ	DNA	24156	102310390	51	4235.4	20852	2493	3933	5611	0	5243	3688	100	100	38.45	35.42	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958693.fastq.gz	FASTQ	DNA	24796	113610147	78	4581.8	18702	2794	4304	6046	0	5626	3771	100	100	38.17	35.80	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958690.fastq.gz	FASTQ	DNA	56035	387341348	79	6912.5	27477	4444	6372	8748	0	8035	7054	100	100	36.46	34.20	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR16958691.fastq.gz	FASTQ	DNA	56014	408970588	79	7301.2	28603	4651	6666	9268	0	8496	7334	100	100	36.25	33.94	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR30359586.fastq.gz	FASTQ	DNA	658100	10625231823	216	16145.3	53077	13242	15216	18137	0	16129	16208	98	94	25.40	33.72	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR30359588.fastq.gz	FASTQ	DNA	802112	11847192487	53	14770.0	46563	12112	13982	16708	0	14850	14859	98	95	25.76	33.86	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR30359585.fastq.gz	FASTQ	DNA	720086	11494697936	164	15963.0	48172	13109	15110	17991	0	16023	15819	98	95	25.48	33.69	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR30359587.fastq.gz	FASTQ	DNA	935872	14019760898	165	14980.4	46842	12626	14656	16977	0	15350	11089	98	95	25.82	33.82	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR30359584.fastq.gz	FASTQ	DNA	866742	14663872827	132	16918.4	47649	13992	16006	19000	0	16915	16483	98	94	25.28	33.76	0
/data1/users/siyangming/eccDNA/Amaranthus_palmeri/SRR30359583.fastq.gz	FASTQ	DNA	843459	14286558028	129	16938.1	50646	13932	16081	19135	0	17062	17289	98	94	25.21	33.84	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069819.fastq.gz	FASTQ	DNA	72183	433468393	51	6005.1	31349	3003	5011	8008	0	7968	8337	100	100	36.88	43.24	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069818.fastq.gz	FASTQ	DNA	87395	535708866	51	6129.7	31513	3118	5146	8154	0	8071	9233	100	100	36.80	43.27	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069821.fastq.gz	FASTQ	DNA	70773	426183850	51	6021.8	29678	3006	5049	7999	0	7967	8377	100	100	36.88	43.31	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069820.fastq.gz	FASTQ	DNA	89023	534855392	52	6008.1	31633	3065	5047	7931	0	7844	9231	100	100	36.88	43.19	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069822.fastq.gz	FASTQ	DNA	92112	555821200	51	6034.2	32171	3009	5038	8058	0	8040	9307	100	100	36.82	43.24	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069823.fastq.gz	FASTQ	DNA	70433	423174823	51	6008.2	32465	3082	5045	7945	0	7842	8252	100	100	36.95	43.24	0
/data1/users/siyangming/eccDNA/Alopecurus_myosuroides/SRR26069824.fastq.gz	FASTQ	DNA	80908	489771258	51	6053.4	31069	3092	5093	8012	0	7905	8817	100	100	36.87	43.25	0
/data1/users/siyangming/eccDNA/Solanum_lycopersicum/SRR28004411.fastq.gz	FASTQ	DNA	64000	180375555	134	2818.4	31311	1356	2285	3613	0	3660	5426	47	10	11.28	37.63	0
/data1/users/siyangming/eccDNA/Solanum_lycopersicum/SRR28004412.fastq.gz	FASTQ	DNA	48000	145706627	136	3035.6	40680	1497	2448	3832	0	3887	5004	47	10	11.24	38.76	0
/data1/users/siyangming/eccDNA/Solanum_lycopersicum/CRR1082978_1.fastq.gz	FASTQ	DNA	91960578	13153015854	36	143.0	150	150	150	150	0	150	1	98	95	27.99	46.93	86810
/data1/users/siyangming/eccDNA/Solanum_lycopersicum/CRR1082978_2.fastq.gz	FASTQ	DNA	91960578	13152117963	36	143.0	150	150	150	150	0	150	1	98	94	27.29	47.04	17749
/data1/users/siyangming/eccDNA/Solanum_lycopersicum/CRR924679_1.fastq.gz	FASTQ	DNA	100349090	15052363500	150	150.0	150	150	150	150	0	150	1	96	90	24.79	62.87	48518
/data1/users/siyangming/eccDNA/Solanum_lycopersicum/CRR924679_2.fastq.gz	FASTQ	DNA	100349090	15052363500	150	150.0	150	150	150	150	0	150	1	98	94	26.59	63.67	276908
