dataset	sample	engine	source	output	output_rows
Arabidopsis_thaliana_longread	SRR24693335	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693335.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693335/SRR24693335.fled.filtered.bed	12983
Arabidopsis_thaliana_longread	SRR24693335	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693335.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693335/SRR24693335.eccfinder.filtered.bed	165
Arabidopsis_thaliana_longread	SRR24693336	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693336.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693336/SRR24693336.cresil.filtered.bed	4715
Arabidopsis_thaliana_longread	SRR24693336	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693336.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693336/SRR24693336.fled.filtered.bed	9232
Arabidopsis_thaliana_longread	SRR24693336	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693336.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693336/SRR24693336.eccfinder.filtered.bed	63
Arabidopsis_thaliana_longread	SRR24693337	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693337.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693337/SRR24693337.cresil.filtered.bed	1684
Arabidopsis_thaliana_longread	SRR24693337	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693337.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693337/SRR24693337.fled.filtered.bed	903
Arabidopsis_thaliana_longread	SRR24693337	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693337.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693337/SRR24693337.eccfinder.filtered.bed	699
Arabidopsis_thaliana_longread	SRR24693338	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693338.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693338/SRR24693338.cresil.filtered.bed	5690
Arabidopsis_thaliana_longread	SRR24693338	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693338.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693338/SRR24693338.fled.filtered.bed	10638
Arabidopsis_thaliana_longread	SRR24693338	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693338.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693338/SRR24693338.eccfinder.filtered.bed	314
Arabidopsis_thaliana_longread	SRR24693339	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693339.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693339/SRR24693339.cresil.filtered.bed	4894
Arabidopsis_thaliana_longread	SRR24693339	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693339.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693339/SRR24693339.fled.filtered.bed	10478
Arabidopsis_thaliana_longread	SRR24693339	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693339.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693339/SRR24693339.eccfinder.filtered.bed	641
Arabidopsis_thaliana_longread	SRR24693340	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693340.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693340/SRR24693340.cresil.filtered.bed	5387
Arabidopsis_thaliana_longread	SRR24693340	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693340.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693340/SRR24693340.fled.filtered.bed	5827
Arabidopsis_thaliana_longread	SRR24693340	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693340.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693340/SRR24693340.eccfinder.filtered.bed	990
Arabidopsis_thaliana_longread	SRR24693341	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693341.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693341/SRR24693341.cresil.filtered.bed	1398
Arabidopsis_thaliana_longread	SRR24693341	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693341.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693341/SRR24693341.fled.filtered.bed	25579
Arabidopsis_thaliana_longread	SRR24693341	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693341.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693341/SRR24693341.eccfinder.filtered.bed	151
Arabidopsis_thaliana_longread	SRR24693342	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693342.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693342/SRR24693342.cresil.filtered.bed	4200
Arabidopsis_thaliana_longread	SRR24693342	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693342.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693342/SRR24693342.fled.filtered.bed	10396
Arabidopsis_thaliana_longread	SRR24693342	flye	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/REMAP_ASSEMBLED_CIRCLES/COLLAPSE_CIRCLE_ALIGNMENTS/SRR24693342.collapsed.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693342/SRR24693342.flye.filtered.bed	4476
Arabidopsis_thaliana_longread	SRR24693342	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693342.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693342/SRR24693342.eccfinder.filtered.bed	374
Arabidopsis_thaliana_longread	SRR24693343	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693343.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693343/SRR24693343.cresil.filtered.bed	2758
Arabidopsis_thaliana_longread	SRR24693343	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693343.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693343/SRR24693343.fled.filtered.bed	2019
Arabidopsis_thaliana_longread	SRR24693343	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693343.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693343/SRR24693343.eccfinder.filtered.bed	616
Arabidopsis_thaliana_longread	SRR24693344	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693344.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693344/SRR24693344.cresil.filtered.bed	5871
Arabidopsis_thaliana_longread	SRR24693344	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693344.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693344/SRR24693344.fled.filtered.bed	12769
Arabidopsis_thaliana_longread	SRR24693344	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693344.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693344/SRR24693344.eccfinder.filtered.bed	888
Arabidopsis_thaliana_longread	SRR24693345	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/cresil/genome/SRR24693345.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693345/SRR24693345.cresil.filtered.bed	2006
Arabidopsis_thaliana_longread	SRR24693345	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR24693345.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693345/SRR24693345.fled.filtered.bed	853
Arabidopsis_thaliana_longread	SRR24693345	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/ecc_finder_slim/ont/ont_merge/SRR24693345.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Arabidopsis_thaliana_longread/long_read/filtering/SRR24693345/SRR24693345.eccfinder.filtered.bed	1190
Helianthus_annuus_longread	SRR31773424	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/long_read/cresil/genome/SRR31773424.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/long_read/filtering/SRR31773424/SRR31773424.cresil.filtered.bed	31
Helianthus_annuus_longread	SRR31773424	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR31773424.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/long_read/filtering/SRR31773424/SRR31773424.fled.filtered.bed	15
Helianthus_annuus_longread	SRR31773424	flye	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/REMAP_ASSEMBLED_CIRCLES/COLLAPSE_CIRCLE_ALIGNMENTS/SRR31773424.collapsed.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/long_read/filtering/SRR31773424/SRR31773424.flye.filtered.bed	1231
Helianthus_annuus_longread	SRR31773424	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/ecc_finder_slim/ont/ont_merge/SRR31773424.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Helianthus_annuus_longread/long_read/filtering/SRR31773424/SRR31773424.eccfinder.filtered.bed	3775
Nicotiana_benthamiana_longread	SRR36603439	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/cresil/genome/SRR36603439.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603439/SRR36603439.cresil.filtered.bed	74
Nicotiana_benthamiana_longread	SRR36603439	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR36603439.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603439/SRR36603439.fled.filtered.bed	15
Nicotiana_benthamiana_longread	SRR36603439	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/ecc_finder_slim/ont/ont_merge/SRR36603439.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603439/SRR36603439.eccfinder.filtered.bed	272
Nicotiana_benthamiana_longread	SRR36603440	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/cresil/genome/SRR36603440.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603440/SRR36603440.cresil.filtered.bed	54
Nicotiana_benthamiana_longread	SRR36603440	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR36603440.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603440/SRR36603440.fled.filtered.bed	57
Nicotiana_benthamiana_longread	SRR36603440	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/ecc_finder_slim/ont/ont_merge/SRR36603440.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603440/SRR36603440.eccfinder.filtered.bed	285
Nicotiana_benthamiana_longread	SRR36603441	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/cresil/genome/SRR36603441.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603441/SRR36603441.cresil.filtered.bed	28
Nicotiana_benthamiana_longread	SRR36603441	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR36603441.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603441/SRR36603441.fled.filtered.bed	8
Nicotiana_benthamiana_longread	SRR36603441	flye	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/REMAP_ASSEMBLED_CIRCLES/COLLAPSE_CIRCLE_ALIGNMENTS/SRR36603441.collapsed.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603441/SRR36603441.flye.filtered.bed	56
Nicotiana_benthamiana_longread	SRR36603441	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/ecc_finder_slim/ont/ont_merge/SRR36603441.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603441/SRR36603441.eccfinder.filtered.bed	243
Nicotiana_benthamiana_longread	SRR36603442	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/cresil/genome/SRR36603442.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603442/SRR36603442.cresil.filtered.bed	79
Nicotiana_benthamiana_longread	SRR36603442	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR36603442.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603442/SRR36603442.fled.filtered.bed	6
Nicotiana_benthamiana_longread	SRR36603442	flye	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/REMAP_ASSEMBLED_CIRCLES/COLLAPSE_CIRCLE_ALIGNMENTS/SRR36603442.collapsed.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603442/SRR36603442.flye.filtered.bed	68
Nicotiana_benthamiana_longread	SRR36603442	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/ecc_finder_slim/ont/ont_merge/SRR36603442.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Nicotiana_benthamiana_longread/long_read/filtering/SRR36603442/SRR36603442.eccfinder.filtered.bed	155
Solanum_lycopersicum_longread	SRR28004411	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/cresil/genome/SRR28004411.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004411/SRR28004411.cresil.filtered.bed	39
Solanum_lycopersicum_longread	SRR28004411	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR28004411.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004411/SRR28004411.fled.filtered.bed	46
Solanum_lycopersicum_longread	SRR28004411	flye	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/REMAP_ASSEMBLED_CIRCLES/COLLAPSE_CIRCLE_ALIGNMENTS/SRR28004411.collapsed.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004411/SRR28004411.flye.filtered.bed	106
Solanum_lycopersicum_longread	SRR28004411	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/ecc_finder_slim/ont/ont_merge/SRR28004411.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004411/SRR28004411.eccfinder.filtered.bed	480
Solanum_lycopersicum_longread	SRR28004412	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/cresil/genome/SRR28004412.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004412/SRR28004412.cresil.filtered.bed	34
Solanum_lycopersicum_longread	SRR28004412	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/SRR28004412.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004412/SRR28004412.fled.filtered.bed	42
Solanum_lycopersicum_longread	SRR28004412	flye	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/REMAP_ASSEMBLED_CIRCLES/COLLAPSE_CIRCLE_ALIGNMENTS/SRR28004412.collapsed.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004412/SRR28004412.flye.filtered.bed	271
Solanum_lycopersicum_longread	SRR28004412	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/ecc_finder_slim/ont/ont_merge/SRR28004412.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Solanum_lycopersicum_longread/long_read/filtering/SRR28004412/SRR28004412.eccfinder.filtered.bed	194
Triticum_aestivum_longread	ERR6326020	cresil	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Triticum_aestivum_longread/long_read/cresil/genome/ERR6326020.eccDNA_final.txt	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Triticum_aestivum_longread/long_read/filtering/ERR6326020/ERR6326020.cresil.filtered.bed	3346
Triticum_aestivum_longread	ERR6326020	fled	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Triticum_aestivum_longread/intermediate/NFCORE_CIRCDNA/CIRCDNA/FLED_PIPELINE/FLED_JUNCTION_TO_BED/ERR6326020.fled.bed	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Triticum_aestivum_longread/long_read/filtering/ERR6326020/ERR6326020.fled.filtered.bed	1317
Triticum_aestivum_longread	ERR6326020	eccfinder	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Triticum_aestivum_longread/ecc_finder_slim/ont/ont_merge/ERR6326020.csv	/data1/users/siyangming/PlanteccDNADB/eccDNA_results/Triticum_aestivum_longread/long_read/filtering/ERR6326020/ERR6326020.eccfinder.filtered.bed	1803
